@id	@lat	@lon	name	highway
2446879384	8.5937562	76.9371103	Kuttiyani	bus_stop
2447412265	10.5099899	76.2785286	ടെക്സൺ കോർണർ	bus_stop
2447412266	10.5075400	76.2783483		bus_stop
2447856175	8.9022382	76.5634839	Medayil mukk	bus_stop
2447877548	10.2747755	76.3214583	Annanad Junction Bus Stop	bus_stop
2449090672	10.1749432	76.3530024	Anappara	bus_stop
2472265209	8.7632164	76.7657715		bus_stop
2472265271	8.7746064	76.7608850		bus_stop
2486118341	8.4523745	76.9678453	Karumom Jn Bus stop	bus_stop
2487151800	11.5333381	76.0258160	veterinary university	bus_stop
2494686643	9.0365111	76.8531900	Avaneeswaram	bus_stop
2494715830	9.0758553	76.8567701	Pidavoor	bus_stop
2495194365	9.0391033	76.8530673	Kanjirathummoodu	bus_stop
2495205477	9.0425493	76.8551628	Neduvannoor Avaneeswaram FCI	bus_stop
2495974194	9.0444510	76.8293823	Naduthery	bus_stop
2496506447	9.2153798	76.6304825	Pattoor	bus_stop
2508302672	9.0945492	76.8525862	Kallumkadavu Bus Stand	
2517660308	9.5029427	76.3412923	Kodathi	bus_stop
2517662445	9.5007419	76.3445301	Boat Jetty	bus_stop
2517681232	8.8878142	76.5871648	St. Josephs	bus_stop
2517708418	8.8932693	76.5748687	Collectorate	bus_stop
2521303881	8.9039919	76.6228129	Kallumthazham	bus_stop
2521310466	8.8860270	76.6051634	Chemmamukku	bus_stop
2521311848	8.8876781	76.6111427	Ammannada	bus_stop
2521335876	8.8804338	76.6022101	College Junction	bus_stop
2566824688	9.2072973	76.7273371	Keerukuzhy	bus_stop
2566826228	9.2092353	76.7460874	Tholuzham	bus_stop
2569491691	8.8133301	76.7219742	Block Maram Junction	bus_stop
2578244558	8.9701940	76.6934685	Aarumurikkada	bus_stop
2580368306	8.5054563	76.9163047	pettah	bus_stop
2580368308	8.5072514	76.9141117	Oolankuzhi	bus_stop
2580368310	8.5084906	76.9133536	Oolankuzhi	bus_stop
2580734253	10.0051815	76.3128361	Pipeline Junction	bus_stop
2580734650	9.9989800	76.3138595	Ernakulam Medical Centre	bus_stop
2580734682	9.9990150	76.3140901	Ernakulam Medical Centre	bus_stop
2584628738	11.8595992	75.3763579	Moideen Masjid	bus_stop
2586373802	11.8459045	75.3972735	Adikadalayi Last Stop	bus_stop
2592393763	11.8605881	75.3721756	govt hospital	bus_stop
2592394225	11.8619489	75.3713982	Kannur Government Hospital Private Bus Stand	
2592396980	11.8592136	75.3765716	Moideen Masjid	bus_stop
2592731164	11.8454222	75.4012435	sadham beach road	bus_stop
